연번,종류,시도,시군구,읍면동,설치장소명,도로명주소,지번주소,경도,위도,설치일시
1928,그늘막(고정형),서울특별시,노원구,상계6.7동,미도아파트 101동 쪽,서울특별시 노원구 덕릉로 459-14    (상계동),서울특별시 노원구 상계동 766-1 ,127.0601374,37.6452286,2024-05-22
1929,그늘막(고정형),서울특별시,노원구,상계6.7동,한국청과마트 앞,서울특별시 노원구 동일로 1350   (상계동),서울특별시 노원구 상계동 749-8 ,127.0622722,37.6491979,2024-11-18
1930,그늘막(고정형),서울특별시,노원구,상계6.7동,미산빌딩 앞(보룡약국 건너편),서울특별시 노원구 동일로 1374   (상계동),서울특별시 노원구 상계동 749 ,127.0617328,37.6514089,2024-11-18
1931,그늘막(고정형),서울특별시,노원구,상계6.7동,LG유플러스 앞,서울특별시 노원구 노해로 488   (상계동),서울특별시 노원구 상계동 724 ,127.0620189,37.6543889,2024-11-18
1932,그늘막(고정형),서울특별시,노원구,상계6.7동,오백국수 앞,서울특별시 노원구 노해로 494   (상계동),서울특별시 노원구 상계동 724-3 ,127.0631008,37.6546556,2024-11-18
1933,그늘막(고정형),서울특별시,노원구,상계6.7동,상계주공6단지아파트 정문 옆,"서울특별시 노원구 노해로 508   (상계동, 상계주공6단지아파트)",서울특별시 노원구 상계동 720 ,127.0646058,37.6550236,2024-11-18
1934,그늘막(고정형),서울특별시,노원구,상계6.7동,상계주공6단지아파트 628동 쪽,"서울특별시 노원구 노해로 508   (상계동, 상계주공6단지아파트)",서울특별시 노원구 상계동 720 ,127.0668159,37.6554618,2024-11-18
1935,그늘막(고정형),서울특별시,노원구,상계6.7동,상계주공6단지아파트  624동 쪽,"서울특별시 노원구 노해로 508   (상계동, 상계주공6단지아파트)",서울특별시 노원구 상계동 720 ,127.0676128,37.6530063,2024-11-18
1936,그늘막(고정형),서울특별시,노원구,상계6.7동,상계한양아파트 1동 쪽,"서울특별시 노원구 동일로216길 92   (상계동, 한양아파트)",서울특별시 노원구 상계동 757 ,127.0676737,37.6527342,2024-11-18
1937,그늘막(고정형),서울특별시,노원구,상계6.7동,상계한양아파트 6동 쪽,"서울특별시 노원구 동일로216길 92   (상계동, 한양아파트)",서울특별시 노원구 상계동 757 ,127.0682359,37.6508689,2024-11-18
1938,그늘막(고정형),서울특별시,노원구,상계6.7동,상계주공4단지아파트 412동 쪽,"서울특별시 노원구 동일로214길 21   (상계동, 상계주공4단지아파트)",서울특별시 노원구 상계동 751-1 ,127.0660244,37.649953,2024-11-18
1939,그늘막(고정형),서울특별시,노원구,상계8동,마들역사거리 IBK기업은행 앞,서울특별시 노원구 동일로 1527   (상계동),서울특별시 노원구 상계동 651-8 ,127.0574182,37.6645717,2018-07-01
1940,그늘막(고정형),서울특별시,노원구,상계8동,온수골사거리 주공종합상가 쪽 교통섬,서울특별시 노원구 노원로 558   (상계동),서울특별시 노원구 상계동 669 ,127.0573187,37.6614361,2018-10-01
1941,그늘막(고정형),서울특별시,노원구,상계8동,노원고등학교 앞,서울특별시 노원구 노원로 586   (상계동),서울특별시 노원구 상계동 664 ,127.0526865,37.6619462,2020-06-23
1942,그늘막(고정형),서울특별시,노원구,상계9동,1401동 앞,"서울특별시 노원구 동일로228길 23   (상계동, 상계주공14단지아파트)",서울특별시 노원구 상계동 626 ,127.0572837,37.6675695,2018-07-01
1943,그늘막(고정형),서울특별시,노원구,상계9동,다래빌딩 찐빵집 앞,서울특별시 노원구 동일로 1554   (상계동),서울특별시 노원구 상계동 649-1 ,127.0574625,37.6672814,2019-06-22
1944,그늘막(고정형),서울특별시,노원구,상계9동,SC제일은행 앞,서울특별시 노원구 동일로 1528   (상계동),서울특별시 노원구 상계동 649-8 ,127.0582411,37.6647056,2019-06-22
1945,그늘막(고정형),서울특별시,노원구,상계9동,보람사거리 올리브영 앞,서울특별시 노원구 한글비석로 471   (상계동),서울특별시 노원구 상계동 684 ,127.0659922,37.6643612,2023-08-24
1946,그늘막(고정형),서울특별시,노원구,상계9동,보람사거리 다이소 앞,서울특별시 노원구 한글비석로 470   (상계동),서울특별시 노원구 상계동 640 ,127.0660137,37.6645799,2023-08-24
1947,그늘막(고정형),서울특별시,노원구,상계10동,온수골사거리 상계주공7단지아파트 715동 쪽 교통섬,"서울특별시 노원구 동일로 1456   (상계동, 상계주공7단지아파트)",서울특별시 노원구 상계동 689 ,127.0591106,37.6608981,2018-10-01
1948,그늘막(고정형),서울특별시,노원구,상계10동, 마들역 4번 출구,서울특별시 노원구 동일로 지하1530-1    (상계동),서울특별시 노원구 상계동 650 ,127.0578876,37.6647769,2019-08-27
1949,그늘막(고정형),서울특별시,노원구,상계10동,온수골사거리 상계주공아파트 9단지상가 쪽,서울특별시 노원구 노원로 540   (상계동),서울특별시 노원구 상계동 670-2 ,127.0589328,37.661364,2019-08-27
1950,그늘막(고정형),서울특별시,노원구,상계10동,"노원역사거리 도봉운전면허시험장 쪽(노원역 8번 출구 위쪽, 미도빌딩 건너편)",서울특별시 노원구 동일로 1449   (상계동),서울특별시 노원구 상계동 580-9 ,127.0604338,37.6558995,2021-06-19
1951,그늘막(고정형),서울특별시,노원구,상계10동,상계주공 923 앞,"서울특별시 노원구 노원로 532   (상계동, 상계주공9단지아파트)",서울특별시 노원구 상계동 670 ,127.0606657,37.6648999,2021-06-23
1952,그늘막(고정형),서울특별시,노원구,상계10동,포레나노원 상가 앞(청원초등학교 건너편),"서울특별시 노원구 노원로38길 76   (상계동, 포레나노원)",서울특별시 노원구 상계동 680 ,127.0613222,37.6649447,2023-04-01
1953,그늘막(고정형),서울특별시,노원구,상계10동,상곡초 정문 옆,서울특별시 노원구 노원로38길 34   (상계동),서울특별시 노원구 상계동 678 ,127.0619184,37.6624973,2024-05-22
1954,그늘막(고정형),서울특별시,은평구,녹번동,대조시장 이디야커피 앞 교통섬, ,서울특별시 은평구 녹번동 131-158 ,126.9268662,37.6089029,2018-04-19
1955,그늘막(고정형),서울특별시,은평구,녹번동,불광역 파리바게트 앞 교통섬,서울특별시 은평구 진흥로 196   (녹번동),서울특별시 은평구 녹번동 117-111 ,126.9311922,37.6085469,2018-04-19
1956,그늘막(고정형),서울특별시,은평구,녹번동,녹번파출소 앞 교통섬,서울특별시 은평구 진흥로 200   (녹번동),서울특별시 은평구 녹번동 115-27 ,126.9318729,37.6087399,2018-04-19
1957,그늘막(고정형),서울특별시,은평구,녹번동,양천리누리터 어린이공원, ,서울특별시 은평구 녹번동 281-4 ,126.9346511,37.6061544,2018-04-19
1958,그늘막(고정형),서울특별시,은평구,녹번동,녹번역 4번 출구 앞 교통섬,서울특별시 은평구 통일로 지하602-1    (녹번동),서울특별시 은평구 녹번동 55 ,126.9356997,37.600983,2018-04-19
1959,그늘막(고정형),서울특별시,은평구,녹번동,역촌역 (구)감성식탁 앞,"서울특별시 은평구 서오릉로 64   (녹번동, 한경S타워)",서울특별시 은평구 녹번동 80-2 ,126.923163,37.6062364,2018-04-19
1960,그늘막(고정형),서울특별시,은평구,녹번동,세븐일레븐 편의점 건너편 교통섬, ,서울특별시 은평구 녹번동 161-7 ,126.9226463,37.6056424,2018-06-27
1961,그늘막(고정형),서울특별시,은평구,녹번동,역촌역 엘리베이터 출입구 쪽 교통섬,서울특별시 은평구 서오릉로 지하63   (녹번동),서울특별시 은평구 녹번동 153-31 ,126.9229762,37.6059282,2019-07-24
1962,그늘막(고정형),서울특별시,은평구,녹번동,힐스테이트녹번아파트 101동 상가 앞, ,서울특별시 은평구 녹번동 282-4 ,126.9355112,37.6019144,2019-07-24
1963,그늘막(고정형),서울특별시,은평구,녹번동,한전 서대문은평지사 건너편, ,서울특별시 은평구 녹번동 283-4 ,126.9344964,37.6056444,2019-09-26
1964,그늘막(스마트형),서울특별시,은평구,녹번동,역촌역 4번출구 앞,서울특별시 은평구 서오릉로 지하63   (녹번동),서울특별시 은평구 녹번동 153-31 ,126.9236254,37.6055243,2023-12-07
1965,그늘막(고정형),서울특별시,은평구,불광제1동,불광동성당 앞,서울특별시 은평구 통일로 786   (불광동),서울특별시 은평구 불광동 286-53 ,126.9262119,37.615061,2018-04-19
1966,그늘막(고정형),서울특별시,은평구,불광제1동,골든벨부동산 앞,"서울특별시 은평구 통일로 796   (불광동, 북한산 힐스테이트7차)",서울특별시 은평구 불광동 643 ,126.9250137,37.6158446,2018-04-19
1967,그늘막(고정형),서울특별시,은평구,불광제1동,불광역 2번 출구 앞 교통섬,서울특별시 은평구 통일로 716-2    (불광동),서울특별시 은평구 불광동 285-43 ,126.9312914,37.6091368,2018-04-19
1968,그늘막(고정형),서울특별시,은평구,불광제1동,불광역 8번 출구,서울특별시 은평구 통일로 738   (불광동),서울특별시 은평구 불광동 274-11 ,126.9294495,37.6113358,2019-09-26
1969,그늘막(고정형),서울특별시,은평구,불광제1동,불광역9번출구 맞은편, ,서울특별시 은평구 불광동 276-4 ,126.9299067,37.611294,2021-08-13
1970,그늘막(고정형),서울특별시,은평구,불광제1동,보광빌딩 신한은행 앞,서울특별시 은평구 통일로 730   (불광동),서울특별시 은평구 불광동 281-92 ,126.9299451,37.6108013,2022-08-12
1971,그늘막(고정형),서울특별시,은평구,불광제2동,불광지구대 앞,서울특별시 은평구 연서로 290   (불광동),서울특별시 은평구 불광동 423-16 ,126.9264979,37.6214421,2019-07-24
1972,그늘막(고정형),서울특별시,은평구,불광제2동,"연신내역 2번 출구, 연서시장 출입구 앞", ,서울특별시 은평구 불광동 310-295 ,126.9213495,37.6191979,2020-12-21
1973,그늘막(고정형),서울특별시,은평구,불광제2동,연서시장 명성족발 앞,서울특별시 은평구 통일로 850   (불광동),서울특별시 은평구 불광동 310-98 ,126.9215598,37.6191192,2020-12-21
1974,그늘막(고정형),서울특별시,은평구,불광제2동,다이소 연신내점 앞,서울특별시 은평구 연서로 253   (불광동),서울특별시 은평구 불광동 310-28 ,126.9227133,37.6198079,2020-12-21
1975,그늘막(고정형),서울특별시,은평구,불광제2동,농협하나로마트 앞,서울특별시 은평구 연서로 291-2    (불광동),서울특별시 은평구 불광동 423-1 ,126.9262904,37.6216273,2021-08-13
1976,그늘막(고정형),서울특별시,은평구,불광제2동,범서쇼핑센터 앞,서울특별시 은평구 통일로 842   (불광동),서울특별시 은평구 불광동 308-1 ,126.9217354,37.6187671,2024-07-29
1977,그늘막(고정형),서울특별시,은평구,갈현제1동,연신내역 2번 출구 앞 횡단보도 맞은편 연신내물빛공원,서울특별시 은평구 통일로 865-2    (갈현동),서울특별시 은평구 갈현동 389-5 ,126.9210576,37.6189934,2018-08-09
1978,그늘막(고정형),서울특별시,은평구,갈현제1동,연신내역 5번 출구 앞 횡단보도 맞은편 연신내물빛공원,서울특별시 은평구 통일로 지하849   (갈현동),서울특별시 은평구 갈현동 397 ,126.9208724,37.6188802,2019-07-24
1979,그늘막(고정형),서울특별시,은평구,갈현제1동,활기찬정형외과 앞,서울특별시 은평구 통일로 875   (갈현동),서울특별시 은평구 갈현동 394-6 ,126.9197035,37.6211823,2022-08-12
1980,그늘막(고정형),서울특별시,은평구,갈현제2동,길마어린이공원,서울특별시 은평구 연서로21길 15   (갈현동),서울특별시 은평구 갈현동 474-1 ,126.9209592,37.6087519,2018-04-19
1981,그늘막(고정형),서울특별시,은평구,갈현제2동,"구산역 4번 출구, LG베스트샵 앞",서울특별시 은평구 연서로 143   (갈현동),서울특별시 은평구 갈현동 465-3 ,126.9170908,37.6116653,2018-07-27
1982,그늘막(고정형),서울특별시,은평구,갈현제2동,길마어린이공원,서울특별시 은평구 연서로21길 15   (갈현동),서울특별시 은평구 갈현동 474-1 ,126.915219,37.612312,2023-09-05
1983,그늘막(고정형),서울특별시,은평구,구산동,투썸플레이스 구산역점 앞, ,서울특별시 은평구 구산동 195-5 ,126.9228131,37.6066591,2018-04-19
1984,그늘막(고정형),서울특별시,은평구,구산동,구산동마을공원,서울특별시 은평구 서오릉로17길 2-9    (구산동),서울특별시 은평구 구산동 340-1 ,126.919735,37.6174215,2018-07-10
1985,그늘막(고정형),서울특별시,은평구,대조동,"불광역 3번 출구, 서울병원 앞",서울특별시 은평구 진흥로 193   (대조동),서울특별시 은평구 대조동 15-125 ,126.9222292,37.6002391,2018-04-19
1986,그늘막(고정형),서울특별시,은평구,대조동,GS25 편의점 앞,서울특별시 은평구 서오릉로 100   (대조동),서울특별시 은평구 대조동 89-280 ,126.9213215,37.6185707,2018-07-10
1987,그늘막(고정형),서울특별시,은평구,대조동,"역촌역 2번 출구, 안경을 쓰다 앞",서울특별시 은평구 진흥로 111   (대조동),서울특별시 은평구 대조동 179-36 ,126.9309624,37.6088586,2018-07-23
1988,그늘막(고정형),서울특별시,은평구,대조동,파리바게트 앞 교통섬,서울특별시 은평구 통일로 747   (대조동),서울특별시 은평구 대조동 4-2 ,126.9158578,37.5987806,2018-07-23
1989,그늘막(고정형),서울특별시,은평구,대조동,알라딘 연신내점 앞,서울특별시 은평구 연서로 214   (대조동),서울특별시 은평구 대조동 198-27 ,126.9283598,37.6119933,2020-11-04
1990,그늘막(고정형),서울특별시,은평구,대조동,동명여고 정문 앞 횡단보도,서울특별시 은평구 통일로 793   (대조동),서울특별시 은평구 대조동 91-20 ,126.9269377,37.601278,2020-11-04
1991,그늘막(고정형),서울특별시,은평구,대조동,"연신내역 4번 출구, 김창숙부띠끄 앞",서울특별시 은평구 통일로 843-1    (대조동),서울특별시 은평구 대조동 185-3 ,126.9258025,37.6147773,2022-08-12
1992,그늘막(고정형),서울특별시,은평구,응암제1동,본서부병원 앞,서울특별시 은평구 은평로 133   (응암동),서울특별시 은평구 응암동 87-14 ,126.9231879,37.5927725,2018-04-19
1993,그늘막(고정형),서울특별시,은평구,응암제1동,"은평구청입구사거리, 우리은행 앞 교통섬", ,서울특별시 은평구 응암동 82-31 ,126.9167608,37.6345919,2019-09-26
1994,그늘막(고정형),서울특별시,은평구,응암제1동,"서부병원 앞 교통섬, 영세영피부과의원 건너편",서울특별시 은평구 은평로 134-2    (응암동),서울특별시 은평구 응암동 98-69 ,126.9251168,37.6011971,2020-11-04
1995,그늘막(스마트형),서울특별시,은평구,응암제1동,응암역 4번 출구,서울특별시 은평구 증산로 476   (응암동),서울특별시 은평구 응암동 114-10 ,126.9335013,37.6009137,2021-08-12
1996,그늘막(스마트형),서울특별시,은평구,응암제1동,"은평구청입구사거리, 스타벅스 앞",서울특별시 은평구 은평로 170   (응암동),서울특별시 은평구 응암동 96-1 ,126.9219617,37.600248,2021-08-12
1997,그늘막(고정형),서울특별시,은평구,응암제1동,서울빌딩 앞,서울특별시 은평구 은평로 157   (응암동),서울특별시 은평구 응암동 86-9 ,126.9225495,37.6007186,2023-09-19
1998,그늘막(스마트형),서울특별시,은평구,응암제1동,녹번힐스테이트 상가 올리브영 앞, ,서울특별시 은평구 응암동 1-3 ,126.927312,37.6015158,2023-12-07
1999,그늘막(스마트형),서울특별시,은평구,응암제1동,, ,서울특별시 은평구 응암동 91-9 ,126.9194663,37.5960936,2024-08-13
2000,그늘막(스마트형),서울특별시,은평구,응암제1동,LG유플러스 앞,서울특별시 은평구 은평로 134-2    (응암동),서울특별시 은평구 응암동 98-69 ,126.9170272,37.5995732,2024-08-13
2001,그늘막(고정형),서울특별시,은평구,응암제2동,매바위공원, ,서울특별시 은평구 응암동 767-1 ,126.9156652,37.6057291,2018-04-19
2002,그늘막(고정형),서울특별시,은평구,응암제2동,"백련산힐스테이트 207동, 행운부동산 앞 교통섬","서울특별시 은평구 백련산로 38   (응암동, 백련산 힐스테이트2차)",서울특별시 은평구 응암동 760 ,126.9170924,37.5903874,2018-04-19
2003,그늘막(고정형),서울특별시,은평구,응암제3동,"응암오거리, 뚜레주르 앞 교통섬",서울특별시 은평구 응암로 207   (응암동),서울특별시 은평구 응암동 577-45 ,126.9159508,37.5993529,2023-12-07
2004,그늘막(고정형),서울특별시,은평구,응암제3동,"응암오거리, 폰마트휴대폰쇼핑몰 앞 교통섬",서울특별시 은평구 응암로 199-2    (응암동),서울특별시 은평구 응암동 604-5 ,126.9173887,37.6109287,2018-04-19
2005,그늘막(스마트형),서울특별시,은평구,역촌동,구산역 2번 출구,서울특별시 은평구 연서로 134   (역촌동),서울특별시 은평구 역촌동 1-5 ,126.9158893,37.5994355,2023-12-07
2006,그늘막(고정형),서울특별시,은평구,역촌동,"역말사거리, 휴대폰대리점 앞",서울특별시 은평구 연서로 74   (역촌동),서울특별시 은평구 역촌동 22-1 ,126.9156097,37.6060359,2018-04-19
2007,그늘막(고정형),서울특별시,은평구,역촌동,"역말사거리, 세븐일레븐 편의점 앞","서울특별시 은평구 역말로 49   (역촌동, 파발리안)",서울특별시 은평구 역촌동 9-61 ,126.9103349,37.5981148,2018-06-27
2008,그늘막(고정형),서울특별시,은평구,역촌동,응암역 3번 출구, ,서울특별시 은평구 역촌동 43-13 ,126.9138908,37.5929893,2019-09-26
2009,그늘막(고정형),서울특별시,은평구,역촌동,"역촌역 1번 출구, 롯데슈퍼 앞",서울특별시 은평구 진흥로 103   (역촌동),서울특별시 은평구 역촌동 17-1 ,126.9137521,37.5924797,2019-09-26
2010,그늘막(고정형),서울특별시,은평구,역촌동,역말어린이공원,서울특별시 은평구 갈현로14길 32   (역촌동),서울특별시 은평구 역촌동 47-1 ,126.909175,37.5966048,2022-08-12
2011,그늘막(고정형),서울특별시,은평구,역촌동,응암역 3번 출구 앞, ,서울특별시 은평구 역촌동 43-13 ,126.9225129,37.6061259,2020-11-04
2012,그늘막(고정형),서울특별시,은평구,신사제1동,신사동고개사거리 휴대폰할인매장 앞,서울특별시 은평구 은평로 3   (신사동),서울특별시 은평구 신사동 19-160 ,126.9061149,37.5804184,2018-08-09
2013,그늘막(고정형),서울특별시,은평구,신사제1동,"새절역사거리, 서울이웃치과의원 앞",서울특별시 은평구 증산로 405   (신사동),서울특별시 은평구 신사동 335-2 ,126.9141176,37.5923109,2018-08-09
2014,그늘막(고정형),서울특별시,은평구,신사제1동,,"서울특별시 은평구 은평로 42   (신사동, 거성리젠시)",서울특별시 은평구 신사동 21-14 ,126.9102883,37.5843414,2019-07-24
2015,그늘막(고정형),서울특별시,은평구,신사제1동,신흥어린이공원,서울특별시 은평구 증산로21길 25   (신사동),서울특별시 은평구 신사동 31-2 ,126.9017935,37.5783732,2019-07-24
2016,그늘막(고정형),서울특별시,은평구,신사제1동,"새절역사거리, 봉희설렁탕 앞", ,서울특별시 은평구 신사동 35-23 ,126.9093146,37.5960976,2022-08-12
2017,그늘막(고정형),서울특별시,은평구,신사제1동,휴먼 안경점 앞,서울특별시 은평구 은평로 23   (신사동),서울특별시 은평구 신사동 20-11 ,126.9125015,37.5982298,2024-07-29
2018,그늘막(고정형),서울특별시,은평구,신사제2동,영주한의원 앞,서울특별시 은평구 가좌로 321   (신사동),서울특별시 은평구 신사동 40-1 ,126.9131817,37.5885647,2019-09-26
2019,그늘막(고정형),서울특별시,은평구,신사제2동,"새절역사거리, 서울이웃치과의원 건너편", ,서울특별시 은평구 신사동 352-1 ,126.899575,37.5794352,2019-07-24
2020,그늘막(고정형),서울특별시,은평구,증산동,, ,서울특별시 은평구 증산동 264 ,126.9148995,37.6431672,2018-04-19
2021,그늘막(고정형),서울특별시,은평구,증산동,봉산근린공원, ,서울특별시 은평구 증산동 산 19-6 ,126.9213672,37.6428888,2018-06-27
2022,그늘막(고정형),서울특별시,은평구,증산동,이마트 수색점 옆, ,서울특별시 은평구 증산동 223-30 ,126.9044819,37.5814784,2023-08-19
2023,그늘막(고정형),서울특별시,은평구,증산동,"증산3교 사거리, CNT테크 건너편", ,서울특별시 은평구 증산동 199-11 ,126.9026048,37.5800099,2022-08-12
2024,그늘막(고정형),서울특별시,은평구,증산동,증산역 1번 출구,서울특별시 은평구 증산로 지하306   (증산동),서울특별시 은평구 증산동 199-8 ,126.90258,37.5805697,2022-08-12
2025,그늘막(고정형),서울특별시,은평구,증산동,SK타이거주유소 앞,서울특별시 은평구 수색로 188   (증산동),서울특별시 은평구 증산동 222-6 ,126.9188601,37.6389844,2022-08-12
2026,그늘막(고정형),서울특별시,은평구,증산동,동산유치원 앞,"서울특별시 은평구 수색로 200   (증산동, DMC센트럴자이)",서울특별시 은평구 증산동 258 ,126.9188512,37.6409454,2023-12-07
2027,그늘막(스마트형),서울특별시,은평구,증산동,세사리빙 건너편, ,서울특별시 은평구 증산동 199-2 ,126.9012254,37.5789622,2024-08-13
2028,그늘막(스마트형),서울특별시,은평구,증산동,새봄어린이집 앞,서울특별시 은평구 증산서길 27   (증산동),서울특별시 은평구 증산동 216-12 ,126.9046193,37.5811191,2024-08-13
2029,그늘막(스마트형),서울특별시,은평구,증산동,,서울특별시 은평구 진관3로 20   (진관동),서울특별시 은평구 진관동 69 ,126.8968719,37.5849777,2025-07-30
2030,그늘막(스마트형),서울특별시,은평구,증산동,동산유치원 옆, ,서울특별시 은평구 증산동 210-16 ,126.8976935,37.5840374,2025-07-30
2031,그늘막(고정형),서울특별시,은평구,수색동,, ,서울특별시 은평구 수색동 189-53 ,126.917354,37.6346568,2018-08-09
2032,그늘막(고정형),서울특별시,은평구,수색동,수색동주민센터 앞,서울특별시 은평구 수색로 280   (수색동),서울특별시 은평구 수색동 363-12 ,126.9311577,37.6322109,2022-06-23
2033,그늘막(고정형),서울특별시,은평구,진관동,스타벅스 구파발역점 앞, ,서울특별시 은평구 진관동 62-2 ,126.916683,37.6364584,2019-07-24
2034,그늘막(고정형),서울특별시,은평구,진관동,구파발역 2번 출구, ,서울특별시 은평구 진관동 222-36 ,126.9290309,37.6441659,2019-07-24
2035,그늘막(고정형),서울특별시,은평구,진관동,구파발역 3번 출구,서울특별시 은평구 진관2로 지하15-25    (진관동),서울특별시 은평구 진관동 67-26 ,126.9326328,37.6290827,2023-12-07
2036,그늘막(고정형),서울특별시,은평구,진관동,은평노인복지관 앞,서울특별시 은평구 연서로 415   (진관동),서울특별시 은평구 진관동 156-6 ,126.9218295,37.6429316,2020-11-04
2037,그늘막(고정형),서울특별시,은평구,진관동,"성모병원 건너편, 헤스티아 앞", ,서울특별시 은평구 진관동 93-16 ,126.9239504,37.634036,2020-11-04
2038,그늘막(고정형),서울특별시,은평구,진관동,은평뉴타운 1020동, ,서울특별시 은평구 진관동 72-4 ,126.9168232,37.6343784,2019-07-24
2039,그늘막(고정형),서울특별시,은평구,진관동,은평통일로스포츠센터 앞, ,서울특별시 은평구 진관동 83-7 ,126.9215326,37.6449481,2020-11-04
2040,그늘막(고정형),서울특별시,은평구,진관동,진관파출소 상림치안센터 앞 버스정류장,서울특별시 은평구 진관4로 48-25    (진관동),서울특별시 은평구 진관동 12-1 ,126.9187271,37.6352509,2022-08-12
2041,그늘막(스마트형),서울특별시,은평구,진관동,제각말 교차로  맑은물교회 앞, ,서울특별시 은평구 진관동 154-2 ,126.9184849,37.6389497,2022-08-19
2042,그늘막(고정형),서울특별시,은평구,진관동,"구파발역 1번 출구, 폭포만남의광장", ,서울특별시 은평구 진관동 67-37 ,126.934309,37.6373949,2023-08-19
2043,그늘막(고정형),서울특별시,은평구,진관동,엘크루 아파트 앞,"서울특별시 은평구 진관3로 21   (진관동, 은평뉴타운엘크루)",서울특별시 은평구 진관동 65 ,126.9218084,37.6432936,2020-11-04
2044,그늘막(고정형),서울특별시,은평구,진관동,"롯데캐슬12단지아파트 821동, 뉴타운메디컬약국 앞","서울특별시 은평구 진관3로 70   (진관동, 은평뉴타운상림마을)",서울특별시 은평구 진관동 20 ,126.9171812,37.6364423,2023-12-07
2045,그늘막(고정형),서울특별시,은평구,진관동,성모병원 대각선 방향, ,서울특별시 은평구 진관동 91-32 ,126.9191006,37.6347726,2020-11-04
2046,그늘막(고정형),서울특별시,은평구,진관동,은평뉴타운마고정2단지아파트 324동 앞,"서울특별시 은평구 진관2로 60   (진관동, 은평뉴타운 마고정)",서울특별시 은평구 진관동 105 ,126.9239504,37.634036,2020-11-04
2047,그늘막(고정형),서울특별시,은평구,진관동,은평뉴타운우물골아파트 253동 앞,"서울특별시 은평구 진관2로 57-7    (진관동, 은평뉴타운 우물골)",서울특별시 은평구 진관동 81 ,126.9236609,37.6343098,2020-11-04
2048,그늘막(고정형),서울특별시,은평구,진관동,성모병원 앞, ,서울특별시 은평구 진관동 93-17 ,126.9236609,37.6343098,2020-11-04
2049,그늘막(고정형),서울특별시,은평구,진관동,롯데캐슬1단지아파트 818동 앞, ,서울특별시 은평구 진관동 19-1 ,126.9215326,37.6449481,2020-11-04
2050,그늘막(고정형),서울특별시,은평구,진관동,구파발역 3번출구 앞, ,서울특별시 은평구 진관동 86-31 ,126.9187271,37.6352509,2022-08-12
2051,그늘막(스마트형),서울특별시,은평구,진관동,롯데몰 앞 횡단보도, ,서울특별시 은평구 진관동 69-16 ,126.9184849,37.6389497,2022-08-19
2052,그늘막(고정형),서울특별시,은평구,진관동,기자촌 사거리, ,서울특별시 은평구 진관동 140-3 ,126.934309,37.6373949,2023-08-19
2053,그늘막(고정형),서울특별시,은평구,진관동,"롯데캐슬1단지아파트 상가동, 새마을금고 상림마을지점 앞","서울특별시 은평구 진관4로 17   (진관동, )",서울특별시 은평구 진관동 19 ,126.9343212,37.6374101,2023-08-19
2054,그늘막(스마트형),서울특별시,은평구,진관동,은평통일로스포츠센터 건너편, ,서울특별시 은평구 진관동 82-35 ,126.9171812,37.6364423,2023-12-07
2055,그늘막(스마트형),서울특별시,은평구,진관동,휴먼프라자 우리은행 앞,서울특별시 은평구 진관2로 19   (진관동),서울특별시 은평구 진관동 74 ,126.9298533,37.6291435,2025-07-30
2056,그늘막(스마트형),서울특별시,은평구,진관동,폭포동입구 사거리, ,서울특별시 은평구 진관동 99-4 ,126.9298533,37.6291435,2025-08-12
2057,그늘막(고정형),서울특별시,서대문구,천연동,독립문 광장 앞 횡단보도,서울특별시 서대문구 독립문공원길 20   (현저동),서울특별시 서대문구 현저동 204 ,126.9597216,37.5723112,2018-06-18
2058,그늘막(고정형),서울특별시,서대문구,천연동,독립문문화공원 입구, ,서울특별시 서대문구 영천동 250-4 ,126.9606096,37.5716321,2025-08-07
2059,그늘막(고정형),서울특별시,서대문구,북아현동,302동 앞 삼거리,"서울특별시 서대문구 북아현로 29   (북아현동, 이편한세상신촌)",서울특별시 서대문구 북아현동 1016 ,126.9564443,37.5591247,2018-06-18
2060,그늘막(고정형),서울특별시,서대문구,북아현동,앞  횡단보도,"서울특별시 서대문구 신촌로 235   (북아현동, )",서울특별시 서대문구 북아현동 220-14 ,126.9521645,37.5573721,2018-06-18
2061,그늘막(고정형),서울특별시,서대문구,북아현동,402동 앞 북아현로입구 버스정거장,"서울특별시 서대문구 북아현로 29   (북아현동, 이편한세상신촌)",서울특별시 서대문구 북아현동 1015 ,126.955964,37.5578402,2019-10-01
2062,그늘막(고정형),서울특별시,서대문구,북아현동,대한예수교장로회 영광교회,서울특별시 서대문구 북아현로1길 31   (북아현동),서울특별시 서대문구 북아현동 1011-2 ,120.0,35.0,2023-07-01
2063,그늘막(고정형),서울특별시,서대문구,북아현동,경사형 엘리베이터 시작점(아래),"서울특별시 서대문구 신촌로 205   (북아현동, 서울과학종합대학원 AI관)",서울특별시 서대문구 북아현동 251-39 ,126.949009,37.5571959,2023-07-01
2064,그늘막(고정형),서울특별시,서대문구,북아현동,101동 앞 삼거리,"서울특별시 서대문구 북아현로1가길 20   (북아현동, 이편한세상신촌)",서울특별시 서대문구 북아현동 1013 ,126.9501539,37.558266,2024-07-01
2065,그늘막(고정형),서울특별시,서대문구,북아현동,아이디헤어 (또는 인라인스케이트), ,서울특별시 서대문구 북아현동 1014-3 ,126.9518146,37.557332,2025-07-25
